TableID,Frequency,Year,Quarter,Industry,IndustrYDescription,DataValue,NoteRef
1,A,2021,2021,621,Ambulatory health care services,847.8,1
1,A,2021,2021,622,Hospitals,566.2,1
1,A,2021,2021,623,Nursing and residential care facilities,163.6,1
1,A,2021,2021,624,Social assistance,156.6,1
1,A,2021,2021,7,"Arts, entertainment, recreation, accommodation, and food services",906.7,1
1,A,2021,2021,71,"Arts, entertainment, and recreation",214.2,1
1,A,2021,2021,711AS,"Performing arts, spectator sports, museums, and related activities",118.1,1
1,A,2021,2021,713,"Amusements, gambling, and recreation industries",96.2,1
1,A,2021,2021,72,Accommodation and food services,692.5,1
1,A,2021,2021,721,Accommodation,175.5,1
1,A,2021,2021,722,Food services and drinking places,517.0,1
1,A,2021,2021,81,"Other services, except government",484.8,1
1,A,2021,2021,FIRE,"Finance, insurance, real estate, rental, and leasing",5003.6,1
1,A,2021,2021,G,Government,2810.0,1
1,A,2021,2021,GDP,Gross domestic product,23681.2,1
1,A,2021,2021,GF,Federal,900.1,1
1,A,2021,2021,GFE,Government enterprises,74.1,1
1,A,2021,2021,GFG,General government,825.9,1
1,A,2021,2021,GFGD,National defense,473.7,1
1,A,2021,2021,GFGN,Nondefense,352.2,1
1,A,2021,2021,GSL,State and local,1909.9,1
1,A,2021,2021,GSLE,Government enterprises,141.0,1
1,A,2021,2021,GSLG,General government,1768.9,1
1,A,2021,2021,HS,Housing,2177.3,1
1,A,2021,2021,ICT,Information-communications-technology-producing industries<sup>3</sup>,1743.2,1;1.3.A
1,A,2021,2021,ORE,Other real estate,687.2,1
1,A,2021,2021,PGOOD,Private goods-producing industries<sup>1</sup>,3981.0,1;1.1.A
1,A,2021,2021,PROF,Professional and business services,3064.2,1
1,A,2021,2021,PSERV,Private services-producing industries<sup>2</sup>,16890.3,1;1.2.A
1,A,2021,2021,PVT,Private industries,20871.2,1
5,A,2017,2017,11,"Agriculture, forestry, fishing, and hunting",0.9,5
5,A,2017,2017,111CA,Farms,0.7,5
5,A,2017,2017,113FF,"Forestry, fishing, and related activities",0.2,5
5,A,2017,2017,21,Mining,1.4,5
5,A,2017,2017,211,Oil and gas extraction,0.8,5
5,A,2017,2017,212,"Mining, except oil and gas",0.3,5
5,A,2017,2017,213,Support activities for mining,0.3,5
5,A,2017,2017,22,Utilities,1.6,5
5,A,2017,2017,23,Construction,4.3,5
5,A,2017,2017,311FT,Food and beverage and tobacco products,1.4,5
5,A,2017,2017,313TT,Textile mills and textile product mills,0.1,5
5,A,2017,2017,315AL,Apparel and leather and allied products,0.0,5
5,A,2017,2017,31G,Manufacturing,10.8,5
5,A,2017,2017,31ND,Nondurable goods,4.7,5
5,A,2017,2017,321,Wood products,0.2,5
5,A,2017,2017,322,Paper products,0.3,5
5,A,2017,2017,323,Printing and related support activities,0.2,5
5,A,2017,2017,324,Petroleum and coal products,0.6,5
5,A,2017,2017,325,Chemical products,1.8,5
5,A,2017,2017,326,Plastics and rubber products,0.4,5
5,A,2017,2017,327,Nonmetallic mineral products,0.3,5
5,A,2017,2017,331,Primary metals,0.3,5
5,A,2017,2017,332,Fabricated metal products,0.7,5
5,A,2017,2017,333,Machinery,0.8,5
5,A,2017,2017,334,Computer and electronic products,1.3,5
5,A,2017,2017,335,"Electrical equipment, appliances, and components",0.3,5
5,A,2017,2017,3361MV,"Motor vehicles, bodies and trailers, and parts",0.8,5
5,A,2017,2017,3364OT,Other transportation equipment,0.8,5
5,A,2017,2017,337,Furniture and related products,0.1,5
5,A,2017,2017,339,Miscellaneous manufacturing,0.4,5
5,A,2017,2017,33DG,Durable goods,6.0,5
5,A,2017,2017,42,Wholesale trade,6.0,5
5,A,2017,2017,441,Motor vehicle and parts dealers,1.2,5
5,A,2017,2017,445,Food and beverage stores,0.8,5
5,A,2017,2017,44RT,Retail trade,6.0,5
5,A,2017,2017,452,General merchandise stores,0.8,5
5,A,2017,2017,481,Air transportation,0.7,5
5,A,2017,2017,482,Rail transportation,0.2,5
5,A,2017,2017,483,Water transportation,0.1,5
5,A,2017,2017,484,Truck transportation,0.9,5
5,A,2017,2017,485,Transit and ground passenger transportation,0.2,5
5,A,2017,2017,486,Pipeline transportation,0.2,5
5,A,2017,2017,487OS,Other transportation and support activities,0.6,5
5,A,2017,2017,48TW,Transportation and warehousing,3.2,5
5,A,2017,2017,493,Warehousing and storage,0.3,5
5,A,2017,2017,4A0,Other retail,3.2,5
5,A,2017,2017,51,Information,5.1,5
5,A,2017,2017,511,"Publishing industries, except internet (includes software)",1.2,5
5,A,2017,2017,512,Motion picture and sound recording industries,0.5,5
5,A,2017,2017,513,Broadcasting and telecommunications,2.4,5
5,A,2017,2017,514,"Data processing, internet publishing, and other information services",1.1,5
5,A,2017,2017,52,Finance and insurance,7.7,5
5,A,2017,2017,521CI,"Federal Reserve banks, credit intermediation, and related activities",3.3,5
5,A,2017,2017,523,"Securities, commodity contracts, and investments",1.4,5
5,A,2017,2017,524,Insurance carriers and related activities,2.9,5
5,A,2017,2017,525,"Funds, trusts, and other financial vehicles",0.0,5
5,A,2017,2017,53,Real estate and rental and leasing,12.9,5
5,A,2017,2017,531,Real estate,11.8,5
5,A,2017,2017,532RL,Rental and leasing services and lessors of intangible assets,1.1,5
5,A,2017,2017,54,"Professional, scientific, and technical services",7.4,5
5,A,2017,2017,5411,Legal services,1.4,5
5,A,2017,2017,5412OP,"Miscellaneous professional, scientific, and technical services",4.4,5
5,A,2017,2017,5415,Computer systems design and related services,1.7,5
5,A,2017,2017,55,Management of companies and enterprises,1.9,5
5,A,2017,2017,56,Administrative and waste management services,3.1,5
5,A,2017,2017,561,Administrative and support services,2.8,5
5,A,2017,2017,562,Waste management and remediation services,0.3,5
5,A,2017,2017,6,"Educational services, health care, and social assistance",8.8,5
5,A,2017,2017,61,Educational services,1.3,5
5,A,2017,2017,62,Health care and social assistance,7.5,5
5,A,2017,2017,621,Ambulatory health care services,3.6,5
5,A,2017,2017,622,Hospitals,2.5,5
5,A,2017,2017,623,Nursing and residential care facilities,0.8,5
5,A,2017,2017,624,Social assistance,0.7,5
5,A,2017,2017,7,"Arts, entertainment, recreation, accommodation, and food services",4.2,5
5,A,2017,2017,71,"Arts, entertainment, and recreation",1.1,5
5,A,2017,2017,711AS,"Performing arts, spectator sports, museums, and related activities",0.6,5
5,A,2017,2017,713,"Amusements, gambling, and recreation industries",0.4,5
5,A,2017,2017,72,Accommodation and food services,3.1,5
5,A,2017,2017,721,Accommodation,0.9,5
5,A,2017,2017,722,Food services and drinking places,2.2,5
5,A,2017,2017,81,"Other services, except government",2.2,5
5,A,2017,2017,FIRE,"Finance, insurance, real estate, rental, and leasing",20.6,5
5,A,2017,2017,G,Government,12.5,5
5,A,2017,2017,GDP,Gross domestic product,100.0,5
5,A,2017,2017,GF,Federal,3.9,5
5,A,2017,2017,GFE,Government enterprises,0.3,5
5,A,2017,2017,GFG,General government,3.6,5
5,A,2017,2017,GFGD,National defense,2.1,5
5,A,2017,2017,GFGN,Nondefense,1.5,5
5,A,2017,2017,GSL,State and local,8.6,5
5,A,2017,2017,GSLE,Government enterprises,0.7,5
5,A,2017,2017,GSLG,General government,7.9,5
5,A,2017,2017,HS,Housing,9.2,5
5,A,2017,2017,ICT,Information-communications-technology-producing industries<sup>3</sup>,6.7,5;5.3.A
5,A,2017,2017,ORE,Other real estate,2.6,5
5,A,2017,2017,PGOOD,Private goods-producing industries<sup>1</sup>,17.3,5;5.1.A
5,A,2017,2017,PROF,Professional and business services,12.4,5
5,A,2017,2017,PSERV,Private services-producing industries<sup>2</sup>,70.2,5;5.2.A
5,A,2017,2017,PVT,Private industries,87.5,5
5,A,2018,2018,11,"Agriculture, forestry, fishing, and hunting",0.9,5
5,A,2018,2018,111CA,Farms,0.7,5
5,A,2018,2018,113FF,"Forestry, fishing, and related activities",0.2,5
5,A,2018,2018,21,Mining,1.5,5
5,A,2018,2018,211,Oil and gas extraction,0.9,5
5,A,2018,2018,212,"Mining, except oil and gas",0.3,5
5,A,2018,2018,213,Support activities for mining,0.3,5
5,A,2018,2018,22,Utilities,1.6,5
5,A,2018,2018,23,Construction,4.3,5
5,A,2018,2018,311FT,Food and beverage and tobacco products,1.3,5
5,A,2018,2018,313TT,Textile mills and textile product mills,0.1,5
5,A,2018,2018,315AL,Apparel and leather and allied products,0.0,5
5,A,2018,2018,31G,Manufacturing,10.9,5
5,A,2018,2018,31ND,Nondurable goods,5.0,5
5,A,2018,2018,321,Wood products,0.2,5
5,A,2018,2018,322,Paper products,0.3,5
5,A,2018,2018,323,Printing and related support activities,0.2,5
5,A,2018,2018,324,Petroleum and coal products,0.7,5
5,A,2018,2018,325,Chemical products,1.9,5
5,A,2018,2018,326,Plastics and rubber products,0.4,5
5,A,2018,2018,327,Nonmetallic mineral products,0.3,5
5,A,2018,2018,331,Primary metals,0.3,5
5,A,2018,2018,332,Fabricated metal products,0.7,5
5,A,2018,2018,333,Machinery,0.7,5
5,A,2018,2018,334,Computer and electronic products,1.3,5
5,A,2018,2018,335,"Electrical equipment, appliances, and components",0.3,5
5,A,2018,2018,3361MV,"Motor vehicles, bodies and trailers, and parts",0.8,5
5,A,2018,2018,3364OT,Other transportation equipment,0.8,5
5,A,2018,2018,337,Furniture and related products,0.1,5
5,A,2018,2018,339,Miscellaneous manufacturing,0.4,5
5,A,2018,2018,33DG,Durable goods,6.0,5
5,A,2018,2018,42,Wholesale trade,5.9,5
5,A,2018,2018,441,Motor vehicle and parts dealers,1.2,5
5,A,2018,2018,445,Food and beverage stores,0.8,5
5,A,2018,2018,44RT,Retail trade,5.9,5
5,A,2018,2018,452,General merchandise stores,0.8,5
5,A,2018,2018,481,Air transportation,0.6,5
5,A,2018,2018,482,Rail transportation,0.2,5
5,A,2018,2018,483,Water transportation,0.1,5
5,A,2018,2018,484,Truck transportation,0.9,5
5,A,2018,2018,485,Transit and ground passenger transportation,0.2,5
5,A,2018,2018,486,Pipeline transportation,0.2,5
5,A,2018,2018,487OS,Other transportation and support activities,0.6,5
5,A,2018,2018,48TW,Transportation and warehousing,3.3,5
5,A,2018,2018,493,Warehousing and storage,0.3,5
5,A,2018,2018,4A0,Other retail,3.2,5
5,A,2018,2018,51,Information,5.0,5
5,A,2018,2018,511,"Publishing industries, except internet (includes software)",1.2,5
5,A,2018,2018,512,Motion picture and sound recording industries,0.5,5
5,A,2018,2018,513,Broadcasting and telecommunications,2.3,5
5,A,2018,2018,514,"Data processing, internet publishing, and other information services",1.1,5
5,A,2018,2018,52,Finance and insurance,7.6,5
5,A,2018,2018,521CI,"Federal Reserve banks, credit intermediation, and related activities",3.3,5
5,A,2018,2018,523,"Securities, commodity contracts, and investments",1.4,5
5,A,2018,2018,524,Insurance carriers and related activities,2.9,5
5,A,2018,2018,525,"Funds, trusts, and other financial vehicles",0.0,5
5,A,2018,2018,53,Real estate and rental and leasing,13.0,5
5,A,2018,2018,531,Real estate,11.9,5
5,A,2018,2018,532RL,Rental and leasing services and lessors of intangible assets,1.1,5
5,A,2018,2018,54,"Professional, scientific, and technical services",7.6,5
5,A,2018,2018,5411,Legal services,1.3,5
5,A,2018,2018,5412OP,"Miscellaneous professional, scientific, and technical services",4.5,5
5,A,2018,2018,5415,Computer systems design and related services,1.7,5
5,A,2018,2018,55,Management of companies and enterprises,1.9,5
5,A,2018,2018,56,Administrative and waste management services,3.1,5
5,A,2018,2018,561,Administrative and support services,2.8,5
5,A,2018,2018,562,Waste management and remediation services,0.3,5
5,A,2018,2018,6,"Educational services, health care, and social assistance",8.7,5
5,A,2018,2018,61,Educational services,1.2,5
5,A,2018,2018,62,Health care and social assistance,7.4,5
5,A,2018,2018,621,Ambulatory health care services,3.6,5
5,A,2018,2018,622,Hospitals,2.4,5
5,A,2018,2018,623,Nursing and residential care facilities,0.7,5
5,A,2018,2018,624,Social assistance,0.7,5
5,A,2018,2018,7,"Arts, entertainment, recreation, accommodation, and food services",4.2,5
5,A,2018,2018,71,"Arts, entertainment, and recreation",1.1,5
5,A,2018,2018,711AS,"Performing arts, spectator sports, museums, and related activities",0.7,5
5,A,2018,2018,713,"Amusements, gambling, and recreation industries",0.4,5
5,A,2018,2018,72,Accommodation and food services,3.1,5
5,A,2018,2018,721,Accommodation,0.9,5
5,A,2018,2018,722,Food services and drinking places,2.2,5
5,A,2018,2018,81,"Other services, except government",2.2,5
5,A,2018,2018,FIRE,"Finance, insurance, real estate, rental, and leasing",20.6,5
5,A,2018,2018,G,Government,12.4,5
5,A,2018,2018,GDP,Gross domestic product,100.0,5
5,A,2018,2018,GF,Federal,3.9,5
5,A,2018,2018,GFE,Government enterprises,0.3,5
5,A,2018,2018,GFG,General government,3.5,5
5,A,2018,2018,GFGD,National defense,2.0,5
5,A,2018,2018,GFGN,Nondefense,1.5,5
5,A,2018,2018,GSL,State and local,8.5,5
5,A,2018,2018,GSLE,Government enterprises,0.7,5
5,A,2018,2018,GSLG,General government,7.8,5
5,A,2018,2018,HS,Housing,9.1,5
5,A,2018,2018,ICT,Information-communications-technology-producing industries<sup>3</sup>,6.7,5;5.3.A
5,A,2018,2018,ORE,Other real estate,2.8,5
5,A,2018,2018,PGOOD,Private goods-producing industries<sup>1</sup>,17.6,5;5.1.A
5,A,2018,2018,PROF,Professional and business services,12.5,5
5,A,2018,2018,PSERV,Private services-producing industries<sup>2</sup>,70.0,5;5.2.A
5,A,2018,2018,PVT,Private industries,87.6,5
5,A,2019,2019,11,"Agriculture, forestry, fishing, and hunting",0.8,5
5,A,2019,2019,111CA,Farms,0.6,5
5,A,2019,2019,113FF,"Forestry, fishing, and related activities",0.2,5
5,A,2019,2019,21,Mining,1.4,5
5,A,2019,2019,211,Oil and gas extraction,0.8,5
5,A,2019,2019,212,"Mining, except oil and gas",0.2,5
5,A,2019,2019,213,Support activities for mining,0.3,5
5,A,2019,2019,22,Utilities,1.5,5
5,A,2019,2019,23,Construction,4.4,5
5,A,2019,2019,311FT,Food and beverage and tobacco products,1.3,5
5,A,2019,2019,313TT,Textile mills and textile product mills,0.1,5
5,A,2019,2019,315AL,Apparel and leather and allied products,0.0,5
5,A,2019,2019,31G,Manufacturing,10.5,5
5,A,2019,2019,31ND,Nondurable goods,4.7,5
5,A,2019,2019,321,Wood products,0.2,5
5,A,2019,2019,322,Paper products,0.3,5
5,A,2019,2019,323,Printing and related support activities,0.2,5
5,A,2019,2019,324,Petroleum and coal products,0.7,5
5,A,2019,2019,325,Chemical products,1.7,5
5,A,2019,2019,326,Plastics and rubber products,0.4,5
5,A,2019,2019,327,Nonmetallic mineral products,0.3,5
5,A,2019,2019,331,Primary metals,0.3,5
5,A,2019,2019,332,Fabricated metal products,0.7,5
5,A,2019,2019,333,Machinery,0.7,5
5,A,2019,2019,334,Computer and electronic products,1.2,5
5,A,2019,2019,335,"Electrical equipment, appliances, and components",0.3,5
5,A,2019,2019,3361MV,"Motor vehicles, bodies and trailers, and parts",0.8,5
5,A,2019,2019,3364OT,Other transportation equipment,0.8,5
5,A,2019,2019,337,Furniture and related products,0.1,5
5,A,2019,2019,339,Miscellaneous manufacturing,0.4,5
5,A,2019,2019,33DG,Durable goods,5.9,5
5,A,2019,2019,42,Wholesale trade,6.0,5
5,A,2019,2019,441,Motor vehicle and parts dealers,1.2,5
5,A,2019,2019,445,Food and beverage stores,0.8,5
5,A,2019,2019,44RT,Retail trade,5.9,5
5,A,2019,2019,452,General merchandise stores,0.7,5
5,A,2019,2019,481,Air transportation,0.7,5
5,A,2019,2019,482,Rail transportation,0.2,5
5,A,2019,2019,483,Water transportation,0.1,5
5,A,2019,2019,484,Truck transportation,0.9,5
5,A,2019,2019,485,Transit and ground passenger transportation,0.3,5
5,A,2019,2019,486,Pipeline transportation,0.2,5
5,A,2019,2019,487OS,Other transportation and support activities,0.7,5
5,A,2019,2019,48TW,Transportation and warehousing,3.3,5
5,A,2019,2019,493,Warehousing and storage,0.3,5
5,A,2019,2019,4A0,Other retail,3.2,5
5,A,2019,2019,51,Information,5.3,5
5,A,2019,2019,511,"Publishing industries, except internet (includes software)",1.3,5
5,A,2019,2019,512,Motion picture and sound recording industries,0.4,5
5,A,2019,2019,513,Broadcasting and telecommunications,2.3,5
5,A,2019,2019,514,"Data processing, internet publishing, and other information services",1.3,5
5,A,2019,2019,52,Finance and insurance,7.7,5
5,A,2019,2019,521CI,"Federal Reserve banks, credit intermediation, and related activities",3.4,5
5,A,2019,2019,523,"Securities, commodity contracts, and investments",1.3,5
5,A,2019,2019,524,Insurance carriers and related activities,2.9,5
5,A,2019,2019,525,"Funds, trusts, and other financial vehicles",0.0,5
5,A,2019,2019,53,Real estate and rental and leasing,13.0,5
5,A,2019,2019,531,Real estate,11.9,5
5,A,2019,2019,532RL,Rental and leasing services and lessors of intangible assets,1.1,5
5,A,2019,2019,54,"Professional, scientific, and technical services",7.7,5
5,A,2019,2019,5411,Legal services,1.3,5
5,A,2019,2019,5412OP,"Miscellaneous professional, scientific, and technical services",4.6,5
5,A,2019,2019,5415,Computer systems design and related services,1.8,5
5,A,2019,2019,55,Management of companies and enterprises,1.9,5
5,A,2019,2019,56,Administrative and waste management services,3.1,5
5,A,2019,2019,561,Administrative and support services,2.8,5
5,A,2019,2019,562,Waste management and remediation services,0.3,5
5,A,2019,2019,6,"Educational services, health care, and social assistance",8.7,5
5,A,2019,2019,61,Educational services,1.3,5
5,A,2019,2019,62,Health care and social assistance,7.5,5
5,A,2019,2019,621,Ambulatory health care services,3.6,5
5,A,2019,2019,622,Hospitals,2.4,5
5,A,2019,2019,623,Nursing and residential care facilities,0.7,5
5,A,2019,2019,624,Social assistance,0.7,5
5,A,2019,2019,7,"Arts, entertainment, recreation, accommodation, and food services",4.3,5
5,A,2019,2019,71,"Arts, entertainment, and recreation",1.1,5
5,A,2019,2019,711AS,"Performing arts, spectator sports, museums, and related activities",0.7,5
5,A,2019,2019,713,"Amusements, gambling, and recreation industries",0.4,5
5,A,2019,2019,72,Accommodation and food services,3.2,5
5,A,2019,2019,721,Accommodation,0.9,5
5,A,2019,2019,722,Food services and drinking places,2.3,5
5,A,2019,2019,81,"Other services, except government",2.2,5
5,A,2019,2019,FIRE,"Finance, insurance, real estate, rental, and leasing",20.7,5
5,A,2019,2019,G,Government,12.2,5
5,A,2019,2019,GDP,Gross domestic product,100.0,5
5,A,2019,2019,GF,Federal,3.8,5
5,A,2019,2019,GFE,Government enterprises,0.3,5
5,A,2019,2019,GFG,General government,3.5,5
5,A,2019,2019,GFGD,National defense,2.0,5
